景区名称,景区链接,地址,点评数,评分
临江仙汉服体验馆,https://you.ctrip.com/sight/yangshuo702/79770684.html?scene=online,广西壮族自治区桂林市阳朔县县前街43号,1,
桂林愚自乐园,https://you.ctrip.com/sight/guilin28/133966326.html?scene=online,广西壮族自治区桂林市雁山区大埠乡,2,
花桥,https://you.ctrip.com/sight/guilin28/1830896.html?scene=online,广西壮族自治区林市七星区七星路1号普陀山腹七星景区内,16,4.4
阳朔思固青少年飞拉达户外营地,https://you.ctrip.com/sight/yangshuo702/79968349.html?scene=online,广西壮族自治区桂林市阳朔县阳朔镇桂梧公路燕村153号,1,
妙在山野(遇龙河千古情店),https://you.ctrip.com/sight/yangshuo702/141013962.html?scene=online,广西壮族自治区桂林市阳朔县阳朔镇铁岭村91号,1,
桂林山水甲天下(文化景观园),https://you.ctrip.com/sight/guilin28/148611923.html?scene=online,广西壮族自治区桂林市象山区中山南路2号,错误,错误
白沙镇,https://you.ctrip.com/sight/yangshuo702/5068479.html?scene=online,广西壮族自治区桂林市阳朔县,3,
阳朔公园-爱雕塑,https://you.ctrip.com/sight/yangshuo702/143750940.html?scene=online,广西壮族自治区桂林市阳朔县阳朔镇蟠桃路阳朔公园园林青藤酒店,错误,错误
漓江竹筏草坪段,https://you.ctrip.com/sight/guilin28/145523429.html?scene=online,桂林市雁山区大兴线漓江·冠岩景区,11,错误
遇龙河景区网红小火车站,https://you.ctrip.com/sight/yangshuo702/145650715.html?scene=online,广西壮族自治区桂林市阳朔县冀马码头三岔路口路口处,1,
十里画廊景区-观光车换乘中心,https://you.ctrip.com/sight/yangshuo702/145454308.html?scene=online,桂林市阳朔县工农桥附近十里画廊景区内,错误,错误
香草森林,https://you.ctrip.com/sight/yangshuo702/4380377.html?scene=online,广西壮族自治区桂林市阳朔县矮山门村遇龙河小火车东南50米,1,错误
桂林阳朔·威尼斯水城,https://you.ctrip.com/sight/yangshuo702/4626633.html?scene=online,桂林市阳朔县,10,4.6
兴安景区,https://you.ctrip.com/sight/xingancounty722/1834801.html?scene=online,桂林兴安县,19,4.7
西城路步行街(中山中路店),https://you.ctrip.com/sight/guilin28/5170356.html?scene=online,广西壮族自治区桂林市象山区中山中路6号,40,4.4
李宗仁先生故居,https://you.ctrip.com/sight/guilin28/2514480.html?scene=online,广西壮族自治区桂林市临桂区357国道七色光幼儿园西侧90米,4,错误
阳朔山水遇农园景区,https://you.ctrip.com/sight/yangshuo702/5717277.html?scene=online,广西壮族自治区桂林市阳朔县旧县村,2,
美国飞虎队桂林遗址公园,https://you.ctrip.com/sight/guilin28/4558855.html?scene=online,广西壮族自治区桂林市临桂区S306,19,错误
聚龙河竹筏飘流,https://you.ctrip.com/sight/yangshuo702/3256783.html?scene=online,聚龙潭奇石景区西侧,错误,错误
在水一汸景区,https://you.ctrip.com/sight/guilin28/5539348.html?scene=online,广西壮族自治区桂林市临桂区宛田乡宛田村委东宅江村,错误,错误
杨堤码头,https://you.ctrip.com/sight/yangshuo702/148913521.html?scene=online,桂林市阳朔县杨提乡漓江景区杨堤风光内,错误,错误
遇龙河景区金龙桥码头接待处,https://you.ctrip.com/sight/yangshuo702/145127038.html?scene=online,桂林市阳朔县观桥经典幼儿园西侧约230米,1,错误
壹路野星空营地,https://you.ctrip.com/sight/yangshuo702/135317011.html?scene=online,广西壮族自治区桂林市阳朔县竹蔸寨,4,
龙脊景区自驾车营地,https://you.ctrip.com/sight/longsheng1445120/69092113.html?scene=online,桂林市龙胜各族自治县552乡道321国道路口附近龙脊梯田风景名胜区内,1,
状元桥,https://you.ctrip.com/sight/guilin28/131905142.html?scene=online,桂林市临桂区临桂田心,1,
桂林军博园,https://you.ctrip.com/sight/guilin28/133554402.html?scene=online,广西壮族自治区桂林市雁山区大雁路398号,2,
兴坪古寨,https://you.ctrip.com/sight/yangshuo702/5068484.html?scene=online,桂林市阳朔县零九七县道兴坪镇段,3,4.3
永福岩,https://you.ctrip.com/sight/yongfu1445352/140492.html?scene=online,桂林市永福县罗锦镇金钟山旅游度假区内,27,4.4
桂林离江,https://you.ctrip.com/sight/guilin28/112649453.html?scene=online,象山景区东北,3,
水陆栖越野山地车基地,https://you.ctrip.com/sight/yangshuo702/148429556.html?scene=online,广西壮族自治区桂林市阳朔县,错误,错误
画廊别院度假山庄,https://you.ctrip.com/sight/yangshuo702/146052962.html?scene=online,广西壮族自治区桂林市阳朔县阳朔镇G321(广成线),1,
兴坪弯寨山地车基地,https://you.ctrip.com/sight/yangshuo702/5717887.html?scene=online,广西壮族自治区桂林市阳朔县兴坪镇弯寨村,2,4.5
状元廊(依仁路店),https://you.ctrip.com/sight/guilin28/126180916.html?scene=online,桂林市秀峰区江南巷2号2单元1楼2室东西巷,2,
侗情水庄,https://you.ctrip.com/sight/guilin28/2511577.html?scene=online,广西壮族自治区桂林市象山区象塘路331号,61,4.3
龙脊金江河漂流,https://you.ctrip.com/sight/longsheng1445120/5708839.html?scene=online,桂林市龙胜各族自治县和大线龙脊梯田风景名胜区,1,
会仙湿地,https://you.ctrip.com/sight/guilin28/1417914.html?scene=online,临桂区睦洞七星村,10,4.5
爱情岛,https://you.ctrip.com/sight/guilin28/5069494.html?scene=online,广西壮族自治区桂林市象山区滨江路1号象山景区内,5,
西山韶乐观景点,https://you.ctrip.com/sight/longsheng1445120/1714078.html?scene=online,广西壮族自治区桂林市龙胜各族自治县和平乡大寨村田头寨金坑梯田西山韶乐观景点(龙脊B区1号观景点),12,4.7
猫儿山露营地,https://you.ctrip.com/sight/xingancounty722/133898780.html?scene=online,广西桂林市兴安县西北部猫儿山风景区内,7,错误
阳朔大桥,https://you.ctrip.com/sight/yangshuo702/1834948.html?scene=online,广西壮族自治区桂林市阳朔县,34,4.5
木山榨-露营地,https://you.ctrip.com/sight/yangshuo702/133988300.html?scene=online,桂林市阳朔县三零五省道木山榨,3,
红军长征突破湘江烈士纪念碑园,https://you.ctrip.com/sight/xingancounty722/5067408.html?scene=online,广西壮族自治区桂林市兴安县兴安镇双拥路56号,1,错误
墨漓原野,https://you.ctrip.com/sight/guilin28/143186282.html?scene=online,广西壮族自治区桂林市雁山区,1,
桂林花海,https://you.ctrip.com/sight/guilin28/4282355.html?scene=online,广西壮族自治区桂林市临桂区六塘镇诚桂村G321马鞍山附近,7,4.9
西山石窟,https://you.ctrip.com/sight/guilin28/141698.html?scene=online,广西壮族自治区桂林市秀峰区桃花江路6号,29,
訾洲公园,https://you.ctrip.com/sight/guilin28/145312805.html?scene=online,广西壮族自治区桂林市七星区穿山路8号,错误,错误
兴坪佳境,https://you.ctrip.com/sight/yangshuo702/4626716.html?scene=online,桂林市阳朔县兴坪镇新街146号兴坪古镇内,1,
阳朔廖师傅航拍旅行(藏珑沃府店),https://you.ctrip.com/sight/yangshuo702/142994798.html?scene=online,阳朔镇石马路99号6幢2单元702室,错误,错误
马田丛林越野山地车营,https://you.ctrip.com/sight/yangshuo702/147689148.html?scene=online,桂林市阳朔县白沙镇都林村委高寨村50号,1,错误
独山,https://you.ctrip.com/sight/guilin28/50093.html?scene=online,桂林市阳朔县雁山镇,3,4.7
桂林栖霞寺,https://you.ctrip.com/sight/guilin28/1830892.html?scene=online,桂林市七星区七星路1号七星景区内,15,4.1
桂海晴岚热气球飞行体验,https://you.ctrip.com/sight/guilin28/5717358.html?scene=online,广西桂林市七星区航天路22号桂海晴岚,151,错误
龙门瀑布景区,https://you.ctrip.com/sight/lingchuan3064/131624.html?scene=online,广西壮族自治区桂林市灵川县青狮潭镇东源村委畔头村旁,7,4.3
罗山湖旅游度假区,https://you.ctrip.com/sight/guilin28/112649426.html?scene=online,广西壮族自治区桂林市临桂区两江大道1008号,1,
翠屏五指山景区,https://you.ctrip.com/sight/yangshuo702/2506105.html?scene=online,广西壮族自治区桂林市阳朔县葡萄镇翠屏村,17,4.2
阳朔戏楼,https://you.ctrip.com/sight/yangshuo702/65312162.html?scene=online,广西壮族自治区桂林市阳朔县荆凤南路1号,249,错误
九马画山峡谷漂流,https://you.ctrip.com/sight/yangshuo702/3145889.html?scene=online,广西壮族自治区桂林市阳朔县兴坪镇九马画山峡谷景区,9,4.6
桂林梦幻亲子主题乐园,https://you.ctrip.com/sight/guilin28/145404379.html?scene=online,桂林市象山区中山南路2号(近将军路)南溪山内,300,错误
八路军桂林办事处旧址,https://you.ctrip.com/sight/guilin28/1417847.html?scene=online,桂林市叠彩区中山北路14号,41,错误
阳朔The Caver洞穴探险俱乐部(户外运动俱乐部),https://you.ctrip.com/sight/yangshuo702/145712003.html?scene=online,广西省桂林市阳朔县阳朔镇滨江路35号,14,错误
碧莲洞景区,https://you.ctrip.com/sight/yangshuo702/110205.html?scene=online,桂林市阳朔县宝泉路与碧莲巷交叉路口往东北约130米,33,4.3
乌桕滩,https://you.ctrip.com/sight/guilin28/1417905.html?scene=online,广西壮族自治区桂林市七星区竹江村,10,
山水公园,https://you.ctrip.com/sight/guilin28/133855515.html?scene=online,广西壮族自治区桂林市临桂区公园北路和西城大道西南侧,5,错误
漓江大河圩竹筏游船,https://you.ctrip.com/sight/guilin28/146188445.html?scene=online,桂林市叠彩区漓江大河圩老码头售票处,错误,错误
临桂县(桂林),https://you.ctrip.com/sight/guilin28/1832181.html?scene=online,中国广西壮族自治区桂林市临桂县,55,4.7
桂林市中央公园,https://you.ctrip.com/sight/guilin28/4618391.html?scene=online,临桂镇西城大道,5,4.6
象鼻山石刻,https://you.ctrip.com/sight/guilin28/5142891.html?scene=online,象山区象鼻公园,4,4.8
桂林美食文化城,https://you.ctrip.com/sight/guilin28/5168336.html?scene=online,广西壮族自治区桂林市象山区南新路105号,1,
龙脊梯田风景名胜区-金竹壮寨,https://you.ctrip.com/sight/longsheng1445120/1417673.html?scene=online,桂林市龙胜各族自治县和大线龙脊梯田风景名胜区内,3,4.3
桂林国际会展中心,https://you.ctrip.com/sight/guilin28/2605411.html?scene=online,桂林市七星区漓江路22号,3,4.7
中国长发科技馆,https://you.ctrip.com/sight/longsheng1445120/5717136.html?scene=online,广西壮族自治区桂林市龙胜各族自治县和大线龙脊梯田风景名胜区黄洛瑶寨歌舞场旁,6,1.5
芦笛景区-芳莲池,https://you.ctrip.com/sight/guilin28/1830453.html?scene=online,广西壮族自治区桂林市秀峰区芳莲池(芦笛景区西南200米),14,4.5
桃花源,https://you.ctrip.com/sight/gongcheng1446252/5068486.html?scene=online,桂林市恭城瑶族自治县,1,
罗山湖四季温泉小镇,https://you.ctrip.com/sight/guilin28/1838805.html?scene=online,广西壮族自治区桂林市临桂区两江大道1009号,217,4.4
兴安秦城水街景区,https://you.ctrip.com/sight/xingancounty722/70354989.html?scene=online,境内,11,4.8
桂林千古情景区-市井街,https://you.ctrip.com/sight/yangshuo702/145631149.html?scene=online,广西壮族自治区桂林市阳朔县桂林千古情景区内,错误,错误
红军长征突破湘江纪念馆,https://you.ctrip.com/sight/xingancounty722/4626622.html?scene=online,广西壮族自治区桂林市兴安县双拥路56号,1,错误
阳朔岩邦攀岩馆,https://you.ctrip.com/sight/yangshuo702/130915614.html?scene=online,广西壮族自治区桂林市阳朔县阳朔镇新西街A栋130号,1,
刘三姐水上公园风景区,https://you.ctrip.com/sight/yangshuo702/49998.html?scene=online,广西壮族自治区桂林市阳朔县阳朔镇田园路1-2号,58,4.4
穿山岩,https://you.ctrip.com/sight/guilin28/1417400.html?scene=online,广西壮族自治区桂林市七星区穿山小街55号穿山景区内,31,4.3
阳朔文化古迹山水园-亭,https://you.ctrip.com/sight/yangshuo702/69341491.html?scene=online,桂林市阳朔县城内碧莲峰东麓阳朔文化古迹山水园内,2,4.5
龙胜仙龟谷全地形沙滩越野车基地,https://you.ctrip.com/sight/longsheng1445120/134444493.html?scene=online,广西壮族自治区桂林市龙胜各族自治县龙脊镇江柳村翁柳组上高坪,61,4.9
田心村,https://you.ctrip.com/sight/guilin28/1685178.html?scene=online,桂林市七星区四塘乡田心村,17,4.1
水乡侗寨,https://you.ctrip.com/sight/yangshuo702/69102306.html?scene=online,桂林市阳朔县白沙镇五里店桂阳公路世外桃源内,2,
葡萄山,https://you.ctrip.com/sight/yangshuo702/52552.html?scene=online,广西壮族自治区桂林市阳朔县098县道葡萄镇委斜对面,11,3.1
古县衙展示厅,https://you.ctrip.com/sight/yangshuo702/4618374.html?scene=online,桂林市阳朔县兴坪码头附近兴坪古镇内,1,
甲天下山水风光,https://you.ctrip.com/sight/yangshuo702/145266294.html?scene=online,桂林市阳朔县漓江景区,2,错误
磨盘山,https://you.ctrip.com/sight/lingchuan3064/145572298.html?scene=online,桂林市灵川县大圩古镇,5,错误
渔村,https://you.ctrip.com/sight/yangshuo702/22087.html?scene=online,广西壮族自治区桂林市阳朔县兴坪镇,3,4.7
红顶花园,https://you.ctrip.com/sight/guilin28/133966332.html?scene=online,广西壮族自治区桂林市雁山区思上桥村,1,
杨堤风光,https://you.ctrip.com/sight/yangshuo702/145640967.html?scene=online,桂林市阳朔县杨提乡漓江景区内,1,错误
桂林乐满地高尔夫球场,https://you.ctrip.com/sight/xingancounty722/1408272.html?scene=online,桂林市兴安县志玲路,3,4.7
阳朔森林公园,https://you.ctrip.com/sight/yangshuo702/1834956.html?scene=online,阳朔县县城东北部,9,4.2
双流义渡亭,https://you.ctrip.com/sight/yangshuo702/145444484.html?scene=online,广西壮族自治区桂林市阳朔县遇龙河,错误,错误
桂林酷客部落,https://you.ctrip.com/sight/guilin28/134077267.html?scene=online,广西壮族自治区桂林市叠彩区花卉大道21号,错误,错误
乐8小城,https://you.ctrip.com/sight/guilin28/2025530.html?scene=online,桂林市临桂区临桂镇西城大道43号东侧时代枫林枫林美食街内,33,4.5
黄洛瑶寨歌舞场,https://you.ctrip.com/sight/longsheng1445120/148643558.html?scene=online,桂林市龙胜各族自治县龙脊梯田风景名胜区,6,错误
遇龙河生态公园,https://you.ctrip.com/sight/yangshuo702/124907291.html?scene=online,广西壮族自治区桂林市阳朔县骥马村23号正西方向140米,13,错误
龙头山,https://you.ctrip.com/sight/yangshuo702/145501066.html?scene=online,桂林市阳朔县漓江景区内,错误,错误
会仙镇,https://you.ctrip.com/sight/guilin28/1831314.html?scene=online,广西壮族自治区桂林市临桂区,8,4.4
漓江竹筏-龙门水境,https://you.ctrip.com/sight/guilin28/144859120.html?scene=online,雁山区万福东路与堤园路交叉口东南100米,错误,错误
桂林融创壮美漓歌,https://you.ctrip.com/sight/guilin28/5715384.html?scene=online,广西壮族自治区桂林市雁山区雁山街498号,6,
大寨村,https://you.ctrip.com/sight/longsheng1445120/136010840.html?scene=online,桂林市龙胜各族自治县龙脊镇下辖村,8,错误
月牙山,https://you.ctrip.com/sight/guilin28/1835193.html?scene=online,桂林市七星区七星路1号七星景区内,10,4.4
白龙洞,https://you.ctrip.com/sight/guilin28/2723217.html?scene=online,桂林市象山区中山南路2号,错误,错误
摩天岭,https://you.ctrip.com/sight/xingancounty722/5720047.html?scene=online,兴安县,1,
玉圭园环球名胜梦幻水上乐园,https://you.ctrip.com/sight/guilin28/1417551.html?scene=online,桂林市绕城高速交叉处东北角,257,4.2
玉圭园环球名胜,https://you.ctrip.com/sight/guilin28/4368350.html?scene=online,桂林市绕城高速交叉处东北角,33,3.5
桂林喜来登饭店-游泳池,https://you.ctrip.com/sight/guilin28/145705738.html?scene=online,滨江路15号桂林喜来登饭店,53,错误
桂林壶山岩洞,https://you.ctrip.com/sight/guilin28/144893577.html?scene=online,桂林市临桂区宏谋大道桂林市中央公园,错误,错误
